49690;Swiping Left
36411;Swiping Down
7664;Swiping Right
144265;Swiping Down
141244;Swiping Down
81061;Swiping Right
113229;Swiping Right
125571;Swiping Up
12578;Swiping Down
95006;Swiping Left
34536;Swiping Down
135598;Swiping Right
133679;Swiping Down
6495;Swiping Up
14614;Swiping Up
136439;Swiping Up
25506;Swiping Right
108976;Swiping Right
20882;Swiping Up
23701;Swiping Up
30967;Swiping Right
99359;Swiping Left
28886;Swiping Right
15951;Swiping Up
48720;Swiping Left
20154;Swiping Left
98374;Swiping Up
36636;Swiping Right
125596;Swiping Left
115632;Swiping Up
96980;Swiping Up
38198;Swiping Right
145147;Swiping Left
81004;Swiping Right
31306;Swiping Down
21110;Swiping Down
23513;Swiping Down
42610;Swiping Down
23758;Swiping Left
12371;Swiping Left
35938;Swiping Up
34932;Swiping Up
72833;Swiping Down
123791;Swiping Left
37773;Swiping Down
91102;Swiping Right
127573;Swiping Right
13650;Swiping Up
34935;Swiping Right
71876;Swiping Down
146236;Swiping Right
137326;Swiping Left
117703;Swiping Up
76182;Swiping Left
30358;Swiping Down
31569;Swiping Up
19984;Swiping Left
95448;Swiping Left
138842;Swiping Left
93234;Swiping Left
70262;Swiping Left
119307;Swiping Left
138421;Swiping Up
71465;Swiping Down
16157;Swiping Up
48844;Swiping Up
22592;Swiping Up
19027;Swiping Right
46304;Swiping Right
65216;Swiping Up
70046;Swiping Up
94890;Swiping Right
115681;Swiping Down
91901;Swiping Up
48606;Swiping Left
76608;Swiping Down
77586;Swiping Down
32760;Swiping Down
83946;Swiping Left
130432;Swiping Down
98521;Swiping Down
6625;Swiping Down
5589;Swiping Left
135719;Swiping Up
31844;Swiping Down
147060;Swiping Right
136093;Swiping Left
105165;Swiping Down
12058;Swiping Left
8085;Swiping Down
127253;Swiping Right
26799;Swiping Down
30970;Swiping Down
104341;Swiping Up
36915;Swiping Down
94141;Swiping Right
68371;Swiping Down
49786;Swiping Up
125893;Swiping Down
27274;Swiping Down
73547;Swiping Down
1635;Swiping Right
123128;Swiping Down
88245;Swiping Up
36887;Swiping Right
142858;Swiping Left
122397;Swiping Down
121491;Swiping Up
111083;Swiping Down
87313;Swiping Down
54517;Swiping Left
7792;Swiping Right
33989;Swiping Left
53056;Swiping Down
45044;Swiping Down
125897;Swiping Right
147313;Swiping Left
104351;Swiping Right
100144;Swiping Right
140383;Swiping Left
137332;Swiping Right
81444;Swiping Right
98129;Swiping Up
26671;Swiping Up
62803;Swiping Up
127229;Swiping Up
80791;Swiping Right
85896;Swiping Left
94288;Swiping Left
33534;Swiping Down
46933;Swiping Right
59539;Swiping Up
4255;Swiping Left
91023;Swiping Right
136073;Swiping Up
142466;Swiping Down
28447;Swiping Up
36923;Swiping Up
147647;Swiping Right
55934;Swiping Right
136988;Swiping Up
74086;Swiping Down
85893;Swiping Right
87202;Swiping Right
121922;Swiping Left
50713;Swiping Right
112183;Swiping Up
85205;Swiping Up
30342;Swiping Right
134480;Swiping Right
103503;Swiping Down
74961;Swiping Right
39840;Swiping Left
14986;Swiping Right
75734;Swiping Right
33773;Swiping Up
110284;Swiping Left
109114;Swiping Left
119488;Swiping Right
117026;Swiping Left
36725;Swiping Down
1502;Swiping Down
145293;Swiping Down
50503;Swiping Left
84634;Swiping Right
14726;Swiping Up
113293;Swiping Up
73527;Swiping Left
115200;Swiping Left
9872;Swiping Right
29798;Swiping Left
49664;Swiping Right
46836;Swiping Down
15308;Swiping Left
114135;Swiping Down
22344;Swiping Right
71231;Swiping Right
55694;Swiping Right
21069;Swiping Up
10339;Swiping Up
108835;Swiping Down
63068;Swiping Right
100437;Swiping Up
121448;Swiping Down
140457;Swiping Down
6113;Swiping Right
107128;Swiping Left
49331;Swiping Down
30005;Swiping Right
6332;Swiping Left
8395;Swiping Down
29196;Swiping Left
21276;Swiping Right
68617;Swiping Up
69254;Swiping Down
64635;Swiping Up
116150;Swiping Left
137030;Swiping Right
132265;Swiping Right
96232;Swiping Up
137588;Swiping Up
139508;Swiping Up
44475;Swiping Right
135060;Swiping Up
33291;Swiping Right
54678;Swiping Right
8598;Swiping Up
26634;Swiping Down
95666;Swiping Right
5674;Swiping Up
85973;Swiping Right
15312;Swiping Left
39134;Swiping Up
112937;Swiping Left
140486;Swiping Down
41086;Swiping Down
132186;Swiping Up
83800;Swiping Left
139804;Swiping Down
61760;Swiping Left
56024;Swiping Right
12037;Swiping Up
113837;Swiping Down
9978;Swiping Up
4633;Swiping Down
70477;Swiping Down
87465;Swiping Right
125670;Swiping Down
57224;Swiping Left
2660;Swiping Left
88467;Swiping Down
43620;Swiping Left
50968;Swiping Down
33811;Swiping Right
74264;Swiping Left
52382;Swiping Up
82457;Swiping Left
64497;Swiping Left
8438;Swiping Down
117428;Swiping Right
143368;Swiping Left
127394;Swiping Down
2163;Swiping Right
22329;Swiping Right
4769;Swiping Right
110864;Swiping Down
127787;Swiping Left
48489;Swiping Left
50180;Swiping Right
96723;Swiping Left
82572;Swiping Down
118294;Swiping Up
5940;Swiping Left
90594;Swiping Up
27390;Swiping Left
20841;Swiping Left
60126;Swiping Down
78869;Swiping Right
111911;Swiping Right
35160;Swiping Up
26427;Swiping Right
57665;Swiping Down
59157;Swiping Down
61607;Swiping Left
87170;Swiping Left
79555;Swiping Up
134562;Swiping Right
127252;Swiping Left
21167;Swiping Right
42275;Swiping Right
101631;Swiping Left
12787;Swiping Down
38881;Swiping Right
91500;Swiping Right
10760;Swiping Left
44443;Swiping Up
137687;Swiping Left
37802;Swiping Left
38740;Swiping Up
80515;Swiping Right
21051;Swiping Down
60436;Swiping Down
71582;Swiping Up
134712;Swiping Down
22915;Swiping Left
110962;Swiping Right
101158;Swiping Up
50521;Swiping Left
136111;Swiping Left
130535;Swiping Down
108938;Swiping Up
19005;Swiping Left
17484;Swiping Right
31170;Swiping Right
91768;Swiping Up
44274;Swiping Right
62308;Swiping Left
122514;Swiping Up
79570;Swiping Up
13141;Swiping Left
60097;Swiping Right
34761;Swiping Up
1024;Swiping Right
50220;Swiping Left
62364;Swiping Left
139607;Swiping Left
14151;Swiping Right
147373;Swiping Right
59380;Swiping Right
15720;Swiping Down
62582;Swiping Up
3247;Swiping Left
32484;Swiping Down
112414;Swiping Down
105575;Swiping Right
39163;Swiping Left
74326;Swiping Down
3398;Swiping Right
13428;Swiping Up
22707;Swiping Right
74316;Swiping Up
71656;Swiping Left
119346;Swiping Right
110683;Swiping Up
7638;Swiping Left
35716;Swiping Up
86307;Swiping Down
1037;Swiping Left
109272;Swiping Right
57325;Swiping Right
73259;Swiping Left
128469;Swiping Left
114388;Swiping Left
77986;Swiping Left
118887;Swiping Down
54608;Swiping Right
42135;Swiping Left
77653;Swiping Right
80222;Swiping Down
31041;Swiping Left
72982;Swiping Left
52670;Swiping Up
52420;Swiping Left
100879;Swiping Up
3549;Swiping Down
123761;Swiping Down
88681;Swiping Up
128392;Swiping Left
49303;Swiping Up
103110;Swiping Up
28065;Swiping Right
8587;Swiping Up
81265;Swiping Left
14618;Swiping Left
52705;Swiping Left
117529;Swiping Right
124763;Swiping Left
30436;Swiping Up
26684;Swiping Up
3949;Swiping Up
38996;Swiping Left
130339;Swiping Right
123499;Swiping Up
79186;Swiping Up
76979;Swiping Right
14885;Swiping Left
9129;Swiping Right
107397;Swiping Up
61243;Swiping Left
147031;Swiping Right
130103;Swiping Up
58024;Swiping Down
135134;Swiping Right
53422;Swiping Left
112842;Swiping Down
72670;Swiping Up
99633;Swiping Left
97384;Swiping Down
95441;Swiping Left
104323;Swiping Left
38857;Swiping Right
85680;Swiping Up
61093;Swiping Down
49174;Swiping Right
21718;Swiping Right
11954;Swiping Up
2700;Swiping Up
45629;Swiping Down
17661;Swiping Right
142003;Swiping Left
119164;Swiping Right
147444;Swiping Up
132712;Swiping Left
135257;Swiping Left
73987;Swiping Down
147375;Swiping Down
41015;Swiping Left
30637;Swiping Left
145105;Swiping Right
19301;Swiping Down
104747;Swiping Down
53365;Swiping Right
92037;Swiping Left
8518;Swiping Down
69625;Swiping Right
27214;Swiping Up
123270;Swiping Left
95890;Swiping Left
20244;Swiping Down
81538;Swiping Left
59065;Swiping Right
135263;Swiping Right
33436;Swiping Left
9570;Swiping Down
26794;Swiping Up
607;Swiping Right
62056;Swiping Down
117013;Swiping Down
77151;Swiping Left
80334;Swiping Right
132083;Swiping Down
38671;Swiping Down
96036;Swiping Up
67424;Swiping Down
138759;Swiping Left
142892;Swiping Down
64648;Swiping Down
139657;Swiping Up
37774;Swiping Up
31695;Swiping Down
105891;Swiping Right
93389;Swiping Right
148061;Swiping Right
38118;Swiping Right
119898;Swiping Up
20325;Swiping Down
95246;Swiping Down
53368;Swiping Up
118225;Swiping Up
61214;Swiping Up
127796;Swiping Right
68240;Swiping Left
141280;Swiping Up
112890;Swiping Up
131698;Swiping Left
147513;Swiping Up
103697;Swiping Down
26264;Swiping Right
128519;Swiping Left
21534;Swiping Down
134120;Swiping Down
30388;Swiping Up
14586;Swiping Left
95477;Swiping Down
101625;Swiping Right
112258;Swiping Up
90166;Swiping Right
130999;Swiping Right
137479;Swiping Right
46150;Swiping Left
19885;Swiping Up
13548;Swiping Down
25573;Swiping Up
72406;Swiping Left
92828;Swiping Right
59950;Swiping Left
141124;Swiping Left
125186;Swiping Up
54625;Swiping Right
76752;Swiping Up
118978;Swiping Right
5192;Swiping Down
24948;Swiping Down
106986;Swiping Up
94959;Swiping Up
1582;Swiping Down
147753;Swiping Down
75743;Swiping Right
128487;Swiping Up
112091;Swiping Right
144784;Swiping Down
92771;Swiping Up
2625;Swiping Up
126896;Swiping Right
135973;Swiping Up
109606;Swiping Right
4673;Swiping Left
98795;Swiping Left
91967;Swiping Left
115861;Swiping Up
54765;Swiping Left
2891;Swiping Right
49519;Swiping Up
14613;Swiping Down
117693;Swiping Up
68488;Swiping Up
88816;Swiping Right
68570;Swiping Up
53296;Swiping Down
117339;Swiping Left
111783;Swiping Left
102048;Swiping Down
87506;Swiping Up
88517;Swiping Down
90178;Swiping Down
2127;Swiping Up
9452;Swiping Right
13520;Swiping Left
77756;Swiping Right
10473;Swiping Down
23405;Swiping Left
11985;Swiping Right
38983;Swiping Right
102398;Swiping Up
14705;Swiping Right
57726;Swiping Left
129255;Swiping Left
124245;Swiping Left
9904;Swiping Left
141417;Swiping Right
147709;Swiping Left
142616;Swiping Down
146501;Swiping Right
23671;Swiping Left
71651;Swiping Right
132770;Swiping Down
14660;Swiping Up
51983;Swiping Right
131242;Swiping Left
135903;Swiping Up
24882;Swiping Up
65645;Swiping Right
79021;Swiping Right
93886;Swiping Right
144657;Swiping Down
119466;Swiping Up
59390;Swiping Left
67376;Swiping Left
91287;Swiping Right
78197;Swiping Down
94463;Swiping Right
162;Swiping Left
87524;Swiping Right
47678;Swiping Down
117444;Swiping Left
104874;Swiping Left
45458;Swiping Down
85676;Swiping Down
111942;Swiping Left
123084;Swiping Right
27863;Swiping Down
17952;Swiping Down
19921;Swiping Left
95511;Swiping Left
854;Swiping Left
111825;Swiping Right
2602;Swiping Left
56432;Swiping Up
133353;Swiping Up
40365;Swiping Left
21446;Swiping Up
112335;Swiping Down
42552;Swiping Up
142280;Swiping Right
9743;Swiping Right
41426;Swiping Down
101409;Swiping Up
108080;Swiping Down
28139;Swiping Up
62442;Swiping Left
73722;Swiping Right
104281;Swiping Left
96034;Swiping Up
63238;Swiping Right
113723;Swiping Right
1787;Swiping Up
116306;Swiping Down
6972;Swiping Down
29707;Swiping Right
108961;Swiping Right
14551;Swiping Left
29528;Swiping Up
139513;Swiping Left
110421;Swiping Up
78062;Swiping Left
49736;Swiping Left
42030;Swiping Right
16451;Swiping Left
92287;Swiping Right
122828;Swiping Right
136955;Swiping Down
79199;Swiping Down
62669;Swiping Down
29061;Swiping Right
73969;Swiping Down
31625;Swiping Right
118019;Swiping Down
117325;Swiping Left
130289;Swiping Down
121912;Swiping Down
46128;Swiping Down
138900;Swiping Right
86925;Swiping Up
72623;Swiping Right
137285;Swiping Right
86227;Swiping Left
100250;Swiping Down
141284;Swiping Down
8449;Swiping Right
58708;Swiping Up
123169;Swiping Left
80110;Swiping Up
75217;Swiping Right
103926;Swiping Left
39906;Swiping Down
93625;Swiping Left
9303;Swiping Up
885;Swiping Up
10745;Swiping Up
29466;Swiping Up
89692;Swiping Down
101521;Swiping Right
147573;Swiping Right
46724;Swiping Right
95234;Swiping Up
9368;Swiping Right
25843;Swiping Up
13328;Swiping Right
21556;Swiping Left
31638;Swiping Left
61279;Swiping Down
79033;Swiping Left
68561;Swiping Up
32425;Swiping Right
26372;Swiping Left
48725;Swiping Right
126994;Swiping Down
66743;Swiping Up
48528;Swiping Left
55459;Swiping Left
141418;Swiping Right
12293;Swiping Right
37011;Swiping Right
29952;Swiping Up
93445;Swiping Right
31381;Swiping Right
72760;Swiping Right
107742;Swiping Left
134876;Swiping Right
57872;Swiping Up
27500;Swiping Down
101711;Swiping Up
112714;Swiping Down
5448;Swiping Up
18363;Swiping Down
21566;Swiping Left
19340;Swiping Left
32684;Swiping Left
93588;Swiping Right
34232;Swiping Up
20704;Swiping Left
145981;Swiping Right
46945;Swiping Right
44298;Swiping Right
95669;Swiping Right
68256;Swiping Right
137723;Swiping Up
122144;Swiping Down
117486;Swiping Right
10042;Swiping Up
135691;Swiping Left
77453;Swiping Right
57142;Swiping Down
128518;Swiping Down
133842;Swiping Down
22360;Swiping Left
26233;Swiping Right
53634;Swiping Down
38480;Swiping Right
19661;Swiping Left
143260;Swiping Left
18662;Swiping Up
298;Swiping Right
93615;Swiping Left
111364;Swiping Left
61055;Swiping Down
99154;Swiping Right
112686;Swiping Up
47122;Swiping Left
116592;Swiping Up
135560;Swiping Left
55286;Swiping Down
92786;Swiping Left
112998;Swiping Left
87664;Swiping Up
104977;Swiping Left
55158;Swiping Right
130811;Swiping Left
72746;Swiping Up
134923;Swiping Up
64095;Swiping Left
28603;Swiping Right
65489;Swiping Right
46657;Swiping Down
124455;Swiping Right
95901;Swiping Right
135390;Swiping Up
38868;Swiping Right
24614;Swiping Up
55656;Swiping Up
105007;Swiping Left
129181;Swiping Right
32828;Swiping Left
57306;Swiping Up
98644;Swiping Up
43887;Swiping Right
145430;Swiping Up
115299;Swiping Right
49494;Swiping Right
24944;Swiping Left
90393;Swiping Up
25027;Swiping Down
142231;Swiping Left
62013;Swiping Right
41657;Swiping Down
16219;Swiping Down
106470;Swiping Down
102960;Swiping Right
29734;Swiping Right
75753;Swiping Down
23107;Swiping Down
28365;Swiping Down
87430;Swiping Left
117681;Swiping Right
4948;Swiping Left
131891;Swiping Down
43992;Swiping Left
8830;Swiping Down
21115;Swiping Down
129562;Swiping Right
38452;Swiping Left
84917;Swiping Down
6044;Swiping Right
40135;Swiping Right
87869;Swiping Left
116704;Swiping Left
53746;Swiping Down
50580;Swiping Down
11825;Swiping Right
13337;Swiping Right
41020;Swiping Left
97845;Swiping Right
94504;Swiping Up
38247;Swiping Left
22106;Swiping Up
80701;Swiping Left
85244;Swiping Left
49167;Swiping Down
108369;Swiping Left
63950;Swiping Down
66021;Swiping Right
132189;Swiping Right
83321;Swiping Up
80487;Swiping Right
102047;Swiping Down
23026;Swiping Up
52217;Swiping Down
113036;Swiping Up
14485;Swiping Down
101926;Swiping Right
93036;Swiping Left
137680;Swiping Up
144477;Swiping Down
82552;Swiping Left
100889;Swiping Left
34110;Swiping Left
43285;Swiping Left
147967;Swiping Left
98874;Swiping Right
117633;Swiping Up
38946;Swiping Left
125809;Swiping Right
60991;Swiping Left
11333;Swiping Right
105098;Swiping Down
54470;Swiping Left
18973;Swiping Right
147008;Swiping Up
64602;Swiping Right
21166;Swiping Up
115545;Swiping Up
62344;Swiping Down
73166;Swiping Down
135799;Swiping Left
116504;Swiping Up
69430;Swiping Right
35114;Swiping Right
66219;Swiping Right
33679;Swiping Down
137363;Swiping Down
62016;Swiping Down
111558;Swiping Up
132989;Swiping Up
15944;Swiping Down
19247;Swiping Down
48488;Swiping Up
44395;Swiping Left
127996;Swiping Up
142916;Swiping Up
21152;Swiping Down
109876;Swiping Up
9393;Swiping Right
43044;Swiping Up
29665;Swiping Left
88905;Swiping Up
99798;Swiping Left
76201;Swiping Down
128727;Swiping Up
21698;Swiping Left
65967;Swiping Left
62161;Swiping Right
38027;Swiping Down
31692;Swiping Left
71753;Swiping Left
13647;Swiping Up
118897;Swiping Left
93651;Swiping Right
37950;Swiping Up
126430;Swiping Left
75235;Swiping Up
60441;Swiping Down
127942;Swiping Down
107462;Swiping Up
50330;Swiping Up
28158;Swiping Left
62544;Swiping Right
107096;Swiping Down
17673;Swiping Up
41852;Swiping Up
133317;Swiping Up
140508;Swiping Right
116657;Swiping Down
103061;Swiping Up
132848;Swiping Up
1633;Swiping Up
87655;Swiping Right
63856;Swiping Left
140297;Swiping Left
38585;Swiping Right
111369;Swiping Left
75353;Swiping Up
12104;Swiping Up
116368;Swiping Right
90910;Swiping Left
25925;Swiping Up
30722;Swiping Down
141779;Swiping Down
98793;Swiping Down
63947;Swiping Right
2291;Swiping Left
66405;Swiping Up
145420;Swiping Left
64522;Swiping Up
86863;Swiping Down
43330;Swiping Down
101434;Swiping Down
130939;Swiping Up
142128;Swiping Down
11623;Swiping Up
48291;Swiping Down
136430;Swiping Right
13094;Swiping Down
58108;Swiping Left
140414;Swiping Up
7151;Swiping Down
115093;Swiping Up
140064;Swiping Down
44201;Swiping Right
35466;Swiping Down
25986;Swiping Left
94693;Swiping Down
56873;Swiping Down
45156;Swiping Right
88997;Swiping Right
105324;Swiping Down
74191;Swiping Left
102875;Swiping Down
111437;Swiping Down
96582;Swiping Up
25381;Swiping Right
4985;Swiping Down
40455;Swiping Left
107386;Swiping Up
38394;Swiping Up
134805;Swiping Left
122858;Swiping Down
70055;Swiping Right
130386;Swiping Up
75813;Swiping Left
130314;Swiping Down
94797;Swiping Up
120688;Swiping Left
60802;Swiping Down
145649;Swiping Left
53171;Swiping Down
1399;Swiping Right
16456;Swiping Up
118717;Swiping Right
95642;Swiping Down
