31416;No gesture;0
31440;No gesture;0
31502;No gesture;0
31606;No gesture;0
31618;No gesture;0
31689;No gesture;0
31782;No gesture;0
31847;No gesture;0
31892;No gesture;0
31912;No gesture;0
31978;No gesture;0
32033;No gesture;0
32071;No gesture;0
32073;No gesture;0
32088;No gesture;0
32113;No gesture;0
32188;No gesture;0
32267;No gesture;0
32274;No gesture;0
32333;No gesture;0
32340;No gesture;0
32359;No gesture;0
32486;No gesture;0
32630;No gesture;0
32796;No gesture;0
32969;No gesture;0
32972;No gesture;0
33117;No gesture;0
33235;No gesture;0
33355;No gesture;0
33356;No gesture;0
33361;No gesture;0
33400;No gesture;0
33406;No gesture;0
33616;No gesture;0
33812;No gesture;0
33850;No gesture;0
33975;No gesture;0
34045;No gesture;0
34169;No gesture;0
34409;No gesture;0
34526;No gesture;0
34556;No gesture;0
34641;No gesture;0
34646;No gesture;0
34830;No gesture;0
34893;No gesture;0
34997;No gesture;0
35295;No gesture;0
35577;No gesture;0
35645;No gesture;0
35701;No gesture;0
35763;No gesture;0
35843;No gesture;0
35868;No gesture;0
36118;No gesture;0
36214;No gesture;0
36229;No gesture;0
36266;No gesture;0
36358;No gesture;0
36474;No gesture;0
36592;No gesture;0
36624;No gesture;0
36765;No gesture;0
36785;No gesture;0
36897;No gesture;0
36921;No gesture;0
36962;No gesture;0
36974;No gesture;0
37150;No gesture;0
37169;No gesture;0
37173;No gesture;0
37198;No gesture;0
37279;No gesture;0
37338;No gesture;0
37419;No gesture;0
37682;No gesture;0
37708;No gesture;0
37727;No gesture;0
37942;No gesture;0
38019;No gesture;0
38365;No gesture;0
38368;No gesture;0
38525;No gesture;0
38560;No gesture;0
38643;No gesture;0
38716;No gesture;0
38737;No gesture;0
38766;No gesture;0
38770;No gesture;0
38807;No gesture;0
38832;No gesture;0
38937;No gesture;0
38988;No gesture;0
39014;No gesture;0
39082;No gesture;0
39201;No gesture;0
39278;No gesture;0
39299;No gesture;0
39326;No gesture;0
39350;No gesture;0
39374;No gesture;0
39407;No gesture;0
39410;No gesture;0
39493;No gesture;0
39496;No gesture;0
39511;No gesture;0
39613;No gesture;0
39799;No gesture;0
39835;No gesture;0
39987;No gesture;0
40162;No gesture;0
40175;No gesture;0
40219;No gesture;0
40298;No gesture;0
40360;No gesture;0
40475;No gesture;0
40510;No gesture;0
40722;No gesture;0
40900;No gesture;0
41012;No gesture;0
41201;No gesture;0
41217;No gesture;0
41251;No gesture;0
41323;No gesture;0
41493;No gesture;0
41498;No gesture;0
41527;No gesture;0
41663;No gesture;0
41708;No gesture;0
41765;No gesture;0
41909;No gesture;0
41941;No gesture;0
42155;No gesture;0
42463;No gesture;0
42593;No gesture;0
42648;No gesture;0
42774;No gesture;0
42843;No gesture;0
42943;No gesture;0
43012;No gesture;0
43013;No gesture;0
43098;No gesture;0
43166;No gesture;0
43198;No gesture;0
43401;No gesture;0
43419;No gesture;0
43520;No gesture;0
43589;No gesture;0
43606;No gesture;0
43634;No gesture;0
43658;No gesture;0
43715;No gesture;0
43720;No gesture;0
43792;No gesture;0
43972;No gesture;0
44139;No gesture;0
44303;No gesture;0
44379;No gesture;0
44557;No gesture;0
44611;No gesture;0
44649;No gesture;0
44665;No gesture;0
44721;No gesture;0
44731;No gesture;0
44745;No gesture;0
44816;No gesture;0
44869;No gesture;0
44954;No gesture;0
44978;No gesture;0
45034;No gesture;0
45071;No gesture;0
45117;No gesture;0
45324;No gesture;0
45354;No gesture;0
45570;No gesture;0
45701;No gesture;0
45784;No gesture;0
45797;No gesture;0
45837;No gesture;0
45871;No gesture;0
45932;No gesture;0
46024;No gesture;0
46036;No gesture;0
46084;No gesture;0
46237;No gesture;0
46298;No gesture;0
46329;No gesture;0
46344;No gesture;0
46381;No gesture;0
46489;No gesture;0
46658;No gesture;0
46817;No gesture;0
46845;No gesture;0
46915;No gesture;0
46949;No gesture;0
46966;No gesture;0
47093;No gesture;0
47198;No gesture;0
47443;No gesture;0
47444;No gesture;0
47630;No gesture;0
47760;No gesture;0
47767;No gesture;0
47907;No gesture;0
48204;No gesture;0
48262;No gesture;0
48282;No gesture;0
48308;No gesture;0
48327;No gesture;0
48383;No gesture;0
48485;No gesture;0
48631;No gesture;0
48876;No gesture;0
49281;No gesture;0
49311;No gesture;0
49318;No gesture;0
49399;No gesture;0
49430;No gesture;0
49574;No gesture;0
49577;No gesture;0
49832;No gesture;0
49836;No gesture;0
50067;No gesture;0
50111;No gesture;0
50532;No gesture;0
50562;No gesture;0
50623;No gesture;0
50651;No gesture;0
50798;No gesture;0
50944;No gesture;0
51253;No gesture;0
51271;No gesture;0
51416;No gesture;0
51447;No gesture;0
51596;No gesture;0
51599;No gesture;0
51616;No gesture;0
51632;No gesture;0
51695;No gesture;0
51706;No gesture;0
51714;No gesture;0
51751;No gesture;0
51782;No gesture;0
51807;No gesture;0
51841;No gesture;0
52058;No gesture;0
52175;No gesture;0
52259;No gesture;0
52268;No gesture;0
52457;No gesture;0
52493;No gesture;0
52565;No gesture;0
52678;No gesture;0
52679;No gesture;0
52734;No gesture;0
52774;No gesture;0
52787;No gesture;0
52886;No gesture;0
53292;No gesture;0
53373;No gesture;0
53708;No gesture;0
53849;No gesture;0
53888;No gesture;0
53919;No gesture;0
53998;No gesture;0
54142;No gesture;0
54192;No gesture;0
54259;No gesture;0
54422;No gesture;0
54484;No gesture;0
54503;No gesture;0
54577;No gesture;0
54591;No gesture;0
54871;No gesture;0
55021;No gesture;0
55146;No gesture;0
55164;No gesture;0
55203;No gesture;0
55213;No gesture;0
55400;No gesture;0
55419;No gesture;0
55507;No gesture;0
55552;No gesture;0
55585;No gesture;0
55753;No gesture;0
55804;No gesture;0
56345;No gesture;0
56476;No gesture;0
56513;No gesture;0
56683;No gesture;0
56694;No gesture;0
56764;No gesture;0
56829;No gesture;0
56879;No gesture;0
56950;No gesture;0
57191;No gesture;0
57195;No gesture;0
57343;No gesture;0
57577;No gesture;0
57900;No gesture;0
57939;No gesture;0
57982;No gesture;0
57998;No gesture;0
58209;No gesture;0
58441;No gesture;0
58458;No gesture;0
58461;No gesture;0
58479;No gesture;0
58514;No gesture;0
58557;No gesture;0
58600;No gesture;0
58723;No gesture;0
58841;No gesture;0
58915;No gesture;0
58923;No gesture;0
59096;No gesture;0
59140;No gesture;0
59414;No gesture;0
59441;No gesture;0
59609;No gesture;0
59656;No gesture;0
59698;No gesture;0
59805;No gesture;0
59881;No gesture;0
59962;No gesture;0
59989;No gesture;0
60004;No gesture;0
60011;No gesture;0
60062;No gesture;0
60186;No gesture;0
60192;No gesture;0
60220;No gesture;0
60263;No gesture;0
60382;No gesture;0
60392;No gesture;0
60443;No gesture;0
60644;No gesture;0
60647;No gesture;0
60715;No gesture;0
60734;No gesture;0
60739;No gesture;0
60895;No gesture;0
60959;No gesture;0
60970;No gesture;0
61001;No gesture;0
61017;No gesture;0
61289;No gesture;0
61361;No gesture;0
61443;No gesture;0
61531;No gesture;0
61573;No gesture;0
61639;No gesture;0
61644;No gesture;0
61718;No gesture;0
61803;No gesture;0
61892;No gesture;0
62006;No gesture;0
62104;No gesture;0
62171;No gesture;0
62274;No gesture;0
62755;No gesture;0
62765;No gesture;0
63012;No gesture;0
63132;No gesture;0
63147;No gesture;0
63224;No gesture;0
63235;No gesture;0
63246;No gesture;0
63388;No gesture;0
63418;No gesture;0
63459;No gesture;0
63558;No gesture;0
63660;No gesture;0
63745;No gesture;0
63933;No gesture;0
63959;No gesture;0
63967;No gesture;0
64054;No gesture;0
64111;No gesture;0
64289;No gesture;0
64689;No gesture;0
64754;No gesture;0
64971;No gesture;0
65003;No gesture;0
65060;No gesture;0
65068;No gesture;0
65174;No gesture;0
65221;No gesture;0
65356;No gesture;0
65693;No gesture;0
65715;No gesture;0
65781;No gesture;0
65814;No gesture;0
65821;No gesture;0
65863;No gesture;0
65881;No gesture;0
65926;No gesture;0
65968;No gesture;0
65983;No gesture;0
66293;No gesture;0
66362;No gesture;0
66383;No gesture;0
66525;No gesture;0
66527;No gesture;0
66572;No gesture;0
66975;No gesture;0
67066;No gesture;0
67120;No gesture;0
67275;No gesture;0
67365;No gesture;0
67529;No gesture;0
67531;No gesture;0
67718;No gesture;0
67774;No gesture;0
67846;No gesture;0
67873;No gesture;0
67963;No gesture;0
68115;No gesture;0
68153;No gesture;0
68247;No gesture;0
68451;No gesture;0
68454;No gesture;0
68500;No gesture;0
68577;No gesture;0
68710;No gesture;0
68976;No gesture;0
69006;No gesture;0
69010;No gesture;0
69021;No gesture;0
69029;No gesture;0
69099;No gesture;0
69134;No gesture;0
69184;No gesture;0
69286;No gesture;0
69470;No gesture;0
69476;No gesture;0
69499;No gesture;0
69503;No gesture;0
69559;No gesture;0
69664;No gesture;0
69707;No gesture;0
69712;No gesture;0
69809;No gesture;0
69852;No gesture;0
69893;No gesture;0
69918;No gesture;0
70157;No gesture;0
70196;No gesture;0
70226;No gesture;0
70255;No gesture;0
70373;No gesture;0
70429;No gesture;0
70475;No gesture;0
70487;No gesture;0
70516;No gesture;0
70565;No gesture;0
70661;No gesture;0
70754;No gesture;0
70786;No gesture;0
70877;No gesture;0
70897;No gesture;0
71205;No gesture;0
71373;No gesture;0
71379;No gesture;0
71539;No gesture;0
71564;No gesture;0
71896;No gesture;0
71929;No gesture;0
71940;No gesture;0
72003;No gesture;0
72064;No gesture;0
72184;No gesture;0
72257;No gesture;0
72285;No gesture;0
72313;No gesture;0
72346;No gesture;0
72362;No gesture;0
72364;No gesture;0
72644;No gesture;0
72921;No gesture;0
73110;No gesture;0
73240;No gesture;0
73541;No gesture;0
73543;No gesture;0
73582;No gesture;0
73674;No gesture;0
73712;No gesture;0
73749;No gesture;0
73945;No gesture;0
74060;No gesture;0
74140;No gesture;0
74183;No gesture;0
74288;No gesture;0
74572;No gesture;0
74682;No gesture;0
74696;No gesture;0
74711;No gesture;0
74740;No gesture;0
74775;No gesture;0
74873;No gesture;0
75017;No gesture;0
75210;No gesture;0
75260;No gesture;0
75402;No gesture;0
75449;No gesture;0
75524;No gesture;0
75553;No gesture;0
75615;No gesture;0
75779;No gesture;0
75795;No gesture;0
75920;No gesture;0
75954;No gesture;0
76060;No gesture;0
76089;No gesture;0
76283;No gesture;0
76430;No gesture;0
76590;No gesture;0
76642;No gesture;0
76727;No gesture;0
76766;No gesture;0
76943;No gesture;0
77144;No gesture;0
77200;No gesture;0
77318;No gesture;0
77393;No gesture;0
77508;No gesture;0
77630;No gesture;0
77696;No gesture;0
77759;No gesture;0
77946;No gesture;0
77959;No gesture;0
78090;No gesture;0
78163;No gesture;0
78322;No gesture;0
78328;No gesture;0
78528;No gesture;0
78616;No gesture;0
78625;No gesture;0
78659;No gesture;0
78704;No gesture;0
78788;No gesture;0
78791;No gesture;0
78872;No gesture;0
78969;No gesture;0
78971;No gesture;0
78998;No gesture;0
79148;No gesture;0
79161;No gesture;0
79198;No gesture;0
79309;No gesture;0
79423;No gesture;0
79580;No gesture;0
79712;No gesture;0
79895;No gesture;0
79898;No gesture;0
79995;No gesture;0
80009;No gesture;0
80017;No gesture;0
80071;No gesture;0
80078;No gesture;0
80142;No gesture;0
80166;No gesture;0
80280;No gesture;0
80353;No gesture;0
80372;No gesture;0
80776;No gesture;0
80945;No gesture;0
80951;No gesture;0
80952;No gesture;0
81011;No gesture;0
81015;No gesture;0
81145;No gesture;0
81188;No gesture;0
81271;No gesture;0
81279;No gesture;0
81282;No gesture;0
81309;No gesture;0
81362;No gesture;0
81392;No gesture;0
81457;No gesture;0
81542;No gesture;0
81585;No gesture;0
81759;No gesture;0
81795;No gesture;0
81824;No gesture;0
81882;No gesture;0
81957;No gesture;0
81983;No gesture;0
82003;No gesture;0
82082;No gesture;0
82149;No gesture;0
82206;No gesture;0
82214;No gesture;0
82234;No gesture;0
82338;No gesture;0
82409;No gesture;0
82426;No gesture;0
82569;No gesture;0
82613;No gesture;0
82618;No gesture;0
82662;No gesture;0
83070;No gesture;0
83122;No gesture;0
83199;No gesture;0
83235;No gesture;0
83278;No gesture;0
83365;No gesture;0
83547;No gesture;0
83598;No gesture;0
83844;No gesture;0
83973;No gesture;0
84001;No gesture;0
84055;No gesture;0
84108;No gesture;0
84133;No gesture;0
84225;No gesture;0
84280;No gesture;0
84359;No gesture;0
84510;No gesture;0
84675;No gesture;0
84681;No gesture;0
84712;No gesture;0
84812;No gesture;0
84937;No gesture;0
85006;No gesture;0
85171;No gesture;0
85179;No gesture;0
85195;No gesture;0
85223;No gesture;0
85235;No gesture;0
85265;No gesture;0
85306;No gesture;0
85402;No gesture;0
85735;No gesture;0
85852;No gesture;0
85944;No gesture;0
86127;No gesture;0
86205;No gesture;0
86290;No gesture;0
86343;No gesture;0
86372;No gesture;0
86435;No gesture;0
86459;No gesture;0
86653;No gesture;0
86732;No gesture;0
86869;No gesture;0
86987;No gesture;0
87040;No gesture;0
87111;No gesture;0
87147;No gesture;0
87233;No gesture;0
87239;No gesture;0
87447;No gesture;0
87534;No gesture;0
87554;No gesture;0
87567;No gesture;0
87569;No gesture;0
87646;No gesture;0
87681;No gesture;0
87747;No gesture;0
87945;No gesture;0
87987;No gesture;0
87988;No gesture;0
88091;No gesture;0
88172;No gesture;0
88225;No gesture;0
88270;No gesture;0
88341;No gesture;0
88343;No gesture;0
88436;No gesture;0
88588;No gesture;0
88613;No gesture;0
88636;No gesture;0
88642;No gesture;0
88754;No gesture;0
88768;No gesture;0
88808;No gesture;0
88857;No gesture;0
88897;No gesture;0
88958;No gesture;0
88984;No gesture;0
89048;No gesture;0
89118;No gesture;0
89217;No gesture;0
89231;No gesture;0
89280;No gesture;0
89297;No gesture;0
89322;No gesture;0
89358;No gesture;0
89542;No gesture;0
89623;No gesture;0
89728;No gesture;0
89750;No gesture;0
89848;No gesture;0
89926;No gesture;0
90026;No gesture;0
90165;No gesture;0
90208;No gesture;0
90372;No gesture;0
90460;No gesture;0
90743;No gesture;0
90874;No gesture;0
91024;No gesture;0
91146;No gesture;0
91221;No gesture;0
91224;No gesture;0
91231;No gesture;0
91316;No gesture;0
91348;No gesture;0
91410;No gesture;0
91494;No gesture;0
91516;No gesture;0
91598;No gesture;0
91660;No gesture;0
91795;No gesture;0
91807;No gesture;0
91820;No gesture;0
92060;No gesture;0
92121;No gesture;0
92175;No gesture;0
92253;No gesture;0
92283;No gesture;0
92395;No gesture;0
92411;No gesture;0
92448;No gesture;0
92453;No gesture;0
92481;No gesture;0
92568;No gesture;0
92797;No gesture;0
92800;No gesture;0
92892;No gesture;0
92997;No gesture;0
93232;No gesture;0
93243;No gesture;0
93266;No gesture;0
93302;No gesture;0
93317;No gesture;0
93367;No gesture;0
93407;No gesture;0
93439;No gesture;0
93458;No gesture;0
93547;No gesture;0
93575;No gesture;0
93604;No gesture;0
93702;No gesture;0
93704;No gesture;0
93715;No gesture;0
93979;No gesture;0
93988;No gesture;0
94090;No gesture;0
94131;No gesture;0
94205;No gesture;0
94303;No gesture;0
94444;No gesture;0
94511;No gesture;0
94533;No gesture;0
94588;No gesture;0
94702;No gesture;0
94725;No gesture;0
94748;No gesture;0
94807;No gesture;0
95187;No gesture;0
95439;No gesture;0
95450;No gesture;0
95520;No gesture;0
95544;No gesture;0
95546;No gesture;0
95690;No gesture;0
95728;No gesture;0
95739;No gesture;0
95806;No gesture;0
95898;No gesture;0
95903;No gesture;0
95939;No gesture;0
95990;No gesture;0
96017;No gesture;0
96021;No gesture;0
96367;No gesture;0
96393;No gesture;0
96528;No gesture;0
96533;No gesture;0
96559;No gesture;0
96572;No gesture;0
96751;No gesture;0
96783;No gesture;0
96923;No gesture;0
96961;No gesture;0
97032;No gesture;0
97034;No gesture;0
97069;No gesture;0
97136;No gesture;0
97253;No gesture;0
97467;No gesture;0
97477;No gesture;0
97535;No gesture;0
97537;No gesture;0
97655;No gesture;0
97702;No gesture;0
97883;No gesture;0
98063;No gesture;0
98115;No gesture;0
98147;No gesture;0
98254;No gesture;0
98585;No gesture;0
98642;No gesture;0
98709;No gesture;0
98757;No gesture;0
98871;No gesture;0
98966;No gesture;0
99028;No gesture;0
99097;No gesture;0
99224;No gesture;0
99285;No gesture;0
99291;No gesture;0
99368;No gesture;0
99429;No gesture;0
99441;No gesture;0
99479;No gesture;0
99487;No gesture;0
99514;No gesture;0
99556;No gesture;0
99615;No gesture;0
99636;No gesture;0
99680;No gesture;0
99723;No gesture;0
99745;No gesture;0
99837;No gesture;0
99860;No gesture;0
99872;No gesture;0
99891;No gesture;0
99901;No gesture;0
100117;No gesture;0
100178;No gesture;0
100195;No gesture;0
100296;No gesture;0
100304;No gesture;0
100359;No gesture;0
100418;No gesture;0
100466;No gesture;0
100637;No gesture;0
100731;No gesture;0
100828;No gesture;0
100861;No gesture;0
100895;No gesture;0
100945;No gesture;0
100946;No gesture;0
101003;No gesture;0
101005;No gesture;0
101021;No gesture;0
101151;No gesture;0
101235;No gesture;0
101248;No gesture;0
101378;No gesture;0
101423;No gesture;0
101433;No gesture;0
101456;No gesture;0
101526;No gesture;0
101551;No gesture;0
101596;No gesture;0
101624;No gesture;0
101642;No gesture;0
101856;No gesture;0
101894;No gesture;0
102188;No gesture;0
102299;No gesture;0
102311;No gesture;0
102314;No gesture;0
102384;No gesture;0
102530;No gesture;0
102634;No gesture;0
102674;No gesture;0
102822;No gesture;0
103055;No gesture;0
103123;No gesture;0
103290;No gesture;0
103300;No gesture;0
103391;No gesture;0
103404;No gesture;0
103505;No gesture;0
103546;No gesture;0
103655;No gesture;0
103744;No gesture;0
103792;No gesture;0
103795;No gesture;0
103929;No gesture;0
104089;No gesture;0
104106;No gesture;0
104175;No gesture;0
104182;No gesture;0
104205;No gesture;0
104230;No gesture;0
104259;No gesture;0
104321;No gesture;0
104504;No gesture;0
104543;No gesture;0
104635;No gesture;0
104745;No gesture;0
104802;No gesture;0
104917;No gesture;0
104960;No gesture;0
104968;No gesture;0
104982;No gesture;0
104988;No gesture;0
105087;No gesture;0
105160;No gesture;0
105320;No gesture;0
105468;No gesture;0
105569;No gesture;0
105662;No gesture;0
105793;No gesture;0
105802;No gesture;0
105813;No gesture;0
105900;No gesture;0
106085;No gesture;0
106173;No gesture;0
106251;No gesture;0
106293;No gesture;0
106362;No gesture;0
106516;No gesture;0
106574;No gesture;0
106798;No gesture;0
106801;No gesture;0
106809;No gesture;0
106831;No gesture;0
106841;No gesture;0
106873;No gesture;0
106914;No gesture;0
107006;No gesture;0
107046;No gesture;0
107189;No gesture;0
107248;No gesture;0
107299;No gesture;0
107345;No gesture;0
107396;No gesture;0
107433;No gesture;0
107527;No gesture;0
107650;No gesture;0
107744;No gesture;0
107862;No gesture;0
108159;No gesture;0
108324;No gesture;0
108468;No gesture;0
108495;No gesture;0
108604;No gesture;0
108775;No gesture;0
109285;No gesture;0
109426;No gesture;0
109672;No gesture;0
109682;No gesture;0
109731;No gesture;0
109932;No gesture;0
109945;No gesture;0
110020;No gesture;0
110119;No gesture;0
110156;No gesture;0
110196;No gesture;0
110339;No gesture;0
110428;No gesture;0
110472;No gesture;0
110796;No gesture;0
110851;No gesture;0
111140;No gesture;0
111254;No gesture;0
111441;No gesture;0
111492;No gesture;0
111712;No gesture;0
111886;No gesture;0
111892;No gesture;0
111962;No gesture;0
111977;No gesture;0
112039;No gesture;0
112108;No gesture;0
112146;No gesture;0
112296;No gesture;0
112313;No gesture;0
112320;No gesture;0
112539;No gesture;0
112636;No gesture;0
112844;No gesture;0
112905;No gesture;0
113004;No gesture;0
113013;No gesture;0
113043;No gesture;0
113217;No gesture;0
113441;No gesture;0
113460;No gesture;0
113671;No gesture;0
113728;No gesture;0
113750;No gesture;0
113808;No gesture;0
113847;No gesture;0
114025;No gesture;0
114033;No gesture;0
114105;No gesture;0
114259;No gesture;0
114436;No gesture;0
114438;No gesture;0
114440;No gesture;0
114451;No gesture;0
114629;No gesture;0
114674;No gesture;0
114741;No gesture;0
114827;No gesture;0
114839;No gesture;0
114842;No gesture;0
114887;No gesture;0
114971;No gesture;0
114995;No gesture;0
115031;No gesture;0
115066;No gesture;0
115344;No gesture;0
115469;No gesture;0
